+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                     ;
+-------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                 ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_030|error_adapter_0                                                                     ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_030                                                                                     ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_029|error_adapter_0                                                                     ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_029                                                                                     ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_028|error_adapter_0                                                                     ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_028                                                                                     ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_027|error_adapter_0                                                                     ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_027                                                                                     ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_026|error_adapter_0                                                                     ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_026                                                                                     ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_025|error_adapter_0                                                                     ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_025                                                                                     ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_024|error_adapter_0                                                                     ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_024                                                                                     ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_023|error_adapter_0                                                                     ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_023                                                                                     ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_022|error_adapter_0                                                                     ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_022                                                                                     ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_021|error_adapter_0                                                                     ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_021                                                                                     ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_020|error_adapter_0                                                                     ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_020                                                                                     ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_019|error_adapter_0                                                                     ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_019                                                                                     ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_018|error_adapter_0                                                                     ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_018                                                                                     ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_017|error_adapter_0                                                                     ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_017                                                                                     ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_016|error_adapter_0                                                                     ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_016                                                                                     ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_015|error_adapter_0                                                                     ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_015                                                                                     ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_014|error_adapter_0                                                                     ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_014                                                                                     ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_013|error_adapter_0                                                                     ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_013                                                                                     ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_012|error_adapter_0                                                                     ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_012                                                                                     ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_011|error_adapter_0                                                                     ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_011                                                                                     ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_010|error_adapter_0                                                                     ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_010                                                                                     ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_009|error_adapter_0                                                                     ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_009                                                                                     ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_008|error_adapter_0                                                                     ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_008                                                                                     ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_007|error_adapter_0                                                                     ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_007                                                                                     ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_006|error_adapter_0                                                                     ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_006                                                                                     ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_005|error_adapter_0                                                                     ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_005                                                                                     ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_004|error_adapter_0                                                                     ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_004                                                                                     ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_003|error_adapter_0                                                                     ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_003                                                                                     ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_002|error_adapter_0                                                                     ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_002                                                                                     ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_001|error_adapter_0                                                                     ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter_001                                                                                     ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter|error_adapter_0                                                                         ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|avalon_st_adapter                                                                                         ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_mux_001|arb|adder                                                                                     ; 144   ; 72             ; 0            ; 72             ; 72     ; 72              ; 72            ; 72              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_mux_001|arb                                                                                           ; 40    ; 0              ; 4            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_mux_001                                                                                               ; 6123  ; 0              ; 0            ; 0              ; 206    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_mux|arb|adder                                                                                         ; 144   ; 72             ; 0            ; 72             ; 72     ; 72              ; 72            ; 72              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_mux|arb                                                                                               ; 40    ; 0              ; 4            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_mux                                                                                                   ; 6123  ; 0              ; 0            ; 0              ; 206    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_demux_035                                                                                             ; 174   ; 4              ; 2            ; 4              ; 341    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_demux_034                                                                                             ; 174   ; 4              ; 2            ; 4              ; 341    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_demux_033                                                                                             ; 174   ; 4              ; 2            ; 4              ; 341    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_demux_032                                                                                             ; 174   ; 4              ; 2            ; 4              ; 341    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_demux_031                                                                                             ; 174   ; 4              ; 2            ; 4              ; 341    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_demux_030                                                                                             ; 174   ; 4              ; 2            ; 4              ; 341    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_demux_029                                                                                             ; 174   ; 4              ; 2            ; 4              ; 341    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_demux_028                                                                                             ; 174   ; 4              ; 2            ; 4              ; 341    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_demux_027                                                                                             ; 174   ; 4              ; 2            ; 4              ; 341    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_demux_026                                                                                             ; 174   ; 4              ; 2            ; 4              ; 341    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_demux_025                                                                                             ; 174   ; 4              ; 2            ; 4              ; 341    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_demux_024                                                                                             ; 174   ; 4              ; 2            ; 4              ; 341    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_demux_023                                                                                             ; 174   ; 4              ; 2            ; 4              ; 341    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_demux_022                                                                                             ; 174   ; 4              ; 2            ; 4              ; 341    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_demux_021                                                                                             ; 174   ; 4              ; 2            ; 4              ; 341    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_demux_020                                                                                             ; 174   ; 4              ; 2            ; 4              ; 341    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_demux_019                                                                                             ; 174   ; 4              ; 2            ; 4              ; 341    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_demux_018                                                                                             ; 174   ; 4              ; 2            ; 4              ; 341    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_demux_017                                                                                             ; 174   ; 4              ; 2            ; 4              ; 341    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_demux_016                                                                                             ; 174   ; 4              ; 2            ; 4              ; 341    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_demux_015                                                                                             ; 174   ; 4              ; 2            ; 4              ; 341    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_demux_014                                                                                             ; 174   ; 4              ; 2            ; 4              ; 341    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_demux_013                                                                                             ; 174   ; 4              ; 2            ; 4              ; 341    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_demux_012                                                                                             ; 174   ; 4              ; 2            ; 4              ; 341    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_demux_011                                                                                             ; 174   ; 4              ; 2            ; 4              ; 341    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_demux_010                                                                                             ; 174   ; 4              ; 2            ; 4              ; 341    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_demux_009                                                                                             ; 174   ; 4              ; 2            ; 4              ; 341    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_demux_008                                                                                             ; 174   ; 4              ; 2            ; 4              ; 341    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_demux_007                                                                                             ; 174   ; 4              ; 2            ; 4              ; 341    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AXI_INTERFACE|mm_interconnect_0|rsp_demux_006                                                                                             ; 174   ; 4              ; 2            ; 4              ; 341    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
